95950883;1111774651;264342291;
95950883;264342291;264342293;
95950883;264342293;264342294;
95950883;264342294;264342296;
95950883;264342296;264342298;
95950883;264342298;264342300;
95950883;264342300;2980944344;
95950883;2980944344;264342301;
95950883;264342301;264342303;
95950883;264342303;264342305;
95950883;264342305;264342307;
95950883;264342307;264342308;
95950883;264342308;264342310;
95950883;264342310;264342312;
95950883;264342312;264342313;
95950883;264342313;264342315;
95950883;264342315;264342317;
95950883;264342317;264342319;
95950883;264342319;264342321;
95950883;264342321;264342322;
95950883;264342322;264342324;
95950883;264342324;264342326;
95950883;264342326;264342328;
95950883;264342328;264342330;
95950883;264342330;264342332;
95950883;264342332;264342333;
95950883;264342333;264342335;
95950883;264342335;264342337;
95950883;264342337;264342339;
95950883;264342339;264342341;
95950883;264342341;264342343;
95950883;264342343;264342345;
95950883;264342345;264342348;
95950883;264342348;264342350;
95950883;264342350;264342352;
95950883;264342352;264342353;
95950883;264342353;264342355;
95950883;264342355;264342357;
95950883;264342357;264342359;
95950883;264342359;264342361;
95950883;264342361;264342363;
95950883;264342363;264342365;
95950883;264342365;264342367;
95950883;264342367;264342369;
95950883;264342369;264342370;
95950883;264342370;264342372;
95950883;264342372;264342374;
95950883;264342374;264342376;
95950883;264342376;264342378;
95950883;264342378;264342380;
95950883;264342380;264342382;
95950883;264342382;264342383;
95950883;264342383;264342385;
95950883;264342385;264342387;
95950883;264342387;264342389;
95950883;264342389;264342392;
95950883;264342392;264342394;
95950883;264342394;264342396;
95950883;264342396;264342397;
95950883;264342397;264342399;
95950883;264342399;264342405;
95950883;264342405;264342407;
95950883;264342407;264342411;
115395233;1303956638;1303956702;
115395233;1303956702;1303956655;
115395233;1303956655;1303956838;
115395233;1303956838;1303956710;
115395233;1303956710;1303956853;
115395233;1303956853;1303956700;
115395233;1303956700;1303956893;
115395233;1303956893;1524705415;
115395233;1524705415;2379769222;
115395233;2379769222;1303956913;
115395233;1303956913;1303956626;
115395233;1303956626;1303956645;
115395233;1303956645;1303956708;
115395233;1303956708;1524705425;
115395233;1524705425;1303956727;
115395233;1303956727;1303956851;
115395233;1303956851;1303956634;
115395233;1303956634;1303956789;
115395233;1303956789;1303956831;
115395233;1303956831;2381149351;
115395239;1303956925;1303956638;
115395240;1303956786;1303956653;
115395240;1303956653;1303956715;
115395240;1303956715;1303956827;
115395240;1303956827;1303956909;
115395240;1303956909;1303956622;
115395240;1303956622;1303956959;
115395240;1303956959;1303956676;
115395240;1303956676;1303956787;
115395240;1303956787;1303956712;
115395240;1303956712;1303956822;
115395240;1303956822;1303956905;
115395240;1303956905;1303956967;
115395240;1303956967;2381149570;
115395240;2381149570;1303956683;
115395240;1303956683;1303956764;
115395240;1303956764;1303956874;
115395240;1303956874;1303956940;
115395240;1303956940;1303956807;
115395240;1303956807;1303956899;
115395240;1303956899;1303956961;
