95950883;;False
115395233;;False
115395239;;False
115395240;;False
139107835;;False
139107838;;False
140776314;;False
183750268;;False
183750269;;False
183750270;;False
210147962;;False
211359854;;False
223474653;;False
223864331;;False
223864336;;False
223864345;;False
223864349;;False
223864355;;False
223864359;;False
226585000;;False
226585001;;False
226585004;;False
226585008;;False
229348492;;False
229367303;;False
229367304;;False
229393488;;False
229393490;;False
229430100;;False
229430103;;False
229529840;;False
229529841;;False
229529843;;False
229529844;;False
229529850;;False
229529851;;False
229529852;;False
229529854;;False
229529856;;False
229529858;;False
229529859;;False
229529860;;False
229529861;;False
257701374;;False
294158235;;False
294158236;;False
294497734;;False
422059239;;False
439592500;;False
439592502;;False
439592503;;False
439592504;;False
439592505;;False
439592506;;False
439592507;;False
439592508;;False
439592509;;False
439592510;;False
439592511;;False
439592512;;False
439592513;;False
439592514;;False
439592515;;False
439592516;;False
439592517;;False
439592528;;False
439592529;;False
439592530;;False
439592531;;False
439662730;;False
439662732;;False
439662734;;False
439662735;;False
439662736;;False
439662738;;False
439662746;;False
439662747;;False
439662750;;False
